i>>?CLAVE,SITIO,,,,,O_CUENCA,,,ESTADO,,,CUENCA,,,C_AGUA,,,SUBTIPO
DLQUI2221,AKUMAL 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2222,PUERTO AVENTURAS 3,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2223,PUERTO AVENTURAS 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,LAGUNA
DLQUI2224,CARMEN 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2225,PLAYA DEL CARMEN,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2226,CARMEN 3,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2227,PLAYA XCALACOCO / CARMEN 6,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2228,CARMEN 5,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2230,COZUMEL 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2231,COZUMEL 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2232,COZUMEL 6,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2233,COZUMEL 4,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2234,COZUMEL 3,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2236,MANGLARES Y HUMEDALES EN COZUMEL 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2238,MANGLARES Y HUMEDALES EN COZUMEL 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2239,PARQUE NACIONAL ARRECIFE DE COZUMEL 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2242,PARQUE NACIONAL ARRECIFE DE COZUMEL 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2243,RESERVA DE LA BIOSFERA BANCO CHINCHORRO 3,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2244,RESERVA DE LA BIOSFERA BANCO CHINCHORRO 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2245,RESERVA DE LA BIOSFERA BANCO CHINCHORRO 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2247,XCALAK 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2249,XCALAK 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,OCEANO-MAR
DLQUI2275,DESEMBOCADURA RIO HONDO,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,RIO ESCONDIDO,,,MAR CARIBE,,,RIO
DLQUI2278,CALDERITAS 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2279,CALDERITAS 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,MAR CARIBE,,,BAHIA
DLQUI2216,PLAYA TORTUGUERA XCAXELITO,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,PLAYA TORTUGUERA XCACEL-XCACELITO,,,BAHIA
OCPYU4907,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES AC,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,RIA LAGARTOS,,,MANGLAR
DLQUI2255,RIO ESCONDIDO,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,RIO ESCONDIDO,,,RIO,,,RIO
DLQUI2256,RIO VALLE HERMOSO,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,RIO,,,RIO
DLQUI2276,HUAY-PIX,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,RIO ESCONDIDO,,,RIO,,,RIO
DLQUI2266,SUBTENIENTE LOPEZ,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,RIO ESCONDIDO,,,RIO HONDO,,,RIO
DLQUI2267,JUAN SARABIA,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,RIO ESCONDIDO,,,RIO HONDO,,,RIO
DLQUI2268,RIO HONDO 1,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,RIO HONDO,,,RIO
DLQUI2271,CACAO,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,RIO HONDO,,,RIO
DLQUI2272,LA UNION II,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,RIO HONDO,,,RIO
DLQUI2273,RIO HONDO 2,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,RIO HONDO,,,RIO
DLQUI2274,LA UNION I,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,RIO HONDO,,,RIO
DLQUI2264,XUL-HA,,,,,PENINSULA DE YUCATAN,,,QUINTANA ROO,,,N/D,,,XUL-HA,,,LAGO
OCPYU4933,NOC-AC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,ACUIFERO DE LA PENINSULA DE YUCATAN,,,CENOTE
OCPYU4948,CHELENTUN,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,ACUIFERO DE LA PENINSULA DE YUCATAN,,,CENOTE
OCPYU4950,ANILLO DE CENOTES DE YUCATAN 1,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,ACUIFERO DE LA PENINSULA DE YUCATAN,,,CENOTE
OCPYU4952,CENOTE YAXBACALTUN,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,ACUIFERO DE LA PENINSULA DE YUCATAN,,,CENOTE
OCPYU4953,ANILLO DE CENOTES DE YUCATAN 5,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,ACUIFERO DE LA PENINSULA DE YUCATAN,,,CENOTE
OCPYU4918,LAGUNA CHABELA,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,ACUIFERO PENINSULA DE YUCATAN,,,LAGO
OCPYU4919,OTOCH MA AX YETEL KOOH 2,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,ACUIFERO PENINSULA DE YUCATAN,,,LAGO
OCPYU4908,EL CUYO,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4911,COLORADAS,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4916,SAN FELIPE,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4936,DESEMBOCADURA LAGUNA EN PUERTO PROGRESO,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4937,PROGRESO,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4938,PUERTO PROGRESO 2,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4939,PUERTO PROGRESO 1,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4940,TELCHAC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4941,CHABIHAU,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4942,DZILAM DE BRAVO,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4967,SISAL,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,GOLFO DE MEXICO,,,OCEANO-MAR
OCPYU4949,PARQUE ESTATAL LAGUNAS DE YALAHAU 2,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,LAGUNA DE YALAHAU,,,LAGO
OCPYU4935,PUERTO PROGRESO 3,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,PUERTO ABRIGO PROGRESO,,,OCEANO-MAR
OCPYU4968,RESERVA DE LA BIOSFERA RIA CELESTUN 3,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA CELESTUN,,,ESTERO
OCPYU4969,RESERVA DE LA BIOSFERA RIA CELESTUN 1,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA CELESTUN,,,ESTERO
OCPYU4970,RESERVA DE LA BIOSFERA,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA CELESTUN,,,ESTERO
OCPYU4971,RESERVA DE LA BIOSFERA RIA CELESTUN 2,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA CELESTUN,,,ESTERO
OCPYU4972,RESERVA DE LA BIOSFERA CELESTUN,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA CELESTUN,,,ESTERO
OCPYU4909,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES AC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA LAGARTOS,,,MANGLAR
OCPYU4910,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES AC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA LAGARTOS,,,MANGLAR
OCPYU4912,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES AC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA LAGARTOS,,,MANGLAR
OCPYU4913,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES AC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA LAGARTOS,,,MANGLAR
OCPYU4914,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES AC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA LAGARTOS,,,MANGLAR
OCPYU4915,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES AC,,,,,PENINSULA DE YUCATAN,,,YUCATAN,,,N/D,,,RIA LAGARTOS,,,MANGLAR
DLCHI353,"PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ARRIBA)",,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,AFLUENTE DE DESCARGA RIO CONCHOS Y CUE,,,RIO
DLCHI354,"PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ABAJO)",,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,AFLUENTE DE DESCARGA RIO CONCHOS Y CUE,,,RIO
DLCHI365,ARROYO - CONFLUENTE CHUVISCAR PRESA CHIHUAHUA 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 4,,,ARROYO,,,PRESA
DLCHI294,PLANTA NORTE,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 1,,,CANAL,,,ARROYO
DLCHI295,PLANTA SUR,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 1,,,CANAL,,,ARROYO
DLCHI298,LOMA BLANCA,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 1,,,CANAL,,,ARROYO
DLCHI299,GUADALUPE,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 1,,,CANAL,,,ARROYO
DLCHI425,CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 3,,,CANAL PRINCIPAL,,,CANAL
DLCHI396,OJO DE DOLORES,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO FLORIDO 3,,,MANANTIAL OJO DE DOLORES,,,RIO
DLCHI391,OJO VARELE&O,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CASAS GRANDES 1,,,MANANTIAL OJO VARELE&O,,,RIO
DLCHI393,SAN DIEGO DE ALCALA,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,MANANTIAL SAN DIEGO DE ALCALA,,,ARROYO
DLCHI364,PRESA CHIHUAHUA 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 4,,,PRESA CHIHUAHUA,,,PRESA
DLCHI366,PRESA CHUVISCAR 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA CHUVISCAR,,,PRESA
DLCHI367,PRESA CHUVISCAR 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA CHUVISCAR,,,PRESA
DLCHI368,PRESA CHUVISCAR 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA CHUVISCAR,,,PRESA
DLCHI405,PRESA EL PARRAL 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO PARRAL,,,PRESA EL PARRAL,,,PRESA
DLCHI406,PRESA EL PARRAL 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO PARRAL,,,PRESA EL PARRAL,,,PRESA
DLCHI402,PRESA EL PEINADO 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO FLORIDO 3,,,PRESA EL PEINADO,,,PRESA
DLCHI403,PRESA EL PEINADO 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO FLORIDO 3,,,PRESA EL PEINADO,,,PRESA
DLCHI404,PRESA EL PEINADO 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO FLORIDO 3,,,PRESA EL PEINADO,,,PRESA
DLCHI370,PRESA EL REJON 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA EL REJON,,,PRESA
DLCHI369,PRESA EL REJON 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA EL REJON ZN,,,PRESA
DLCHI420,PRESA FRANCISCO I. MADERO 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 2,,,PRESA FRANCISCO I. MADERO,,,PRESA
DLCHI421,PRESA FRANCISCO I. MADERO 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 2,,,PRESA FRANCISCO I. MADERO,,,PRESA
DLCHI422,PRESA FRANCISCO I. MADERO 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 2,,,PRESA FRANCISCO I. MADERO,,,PRESA
DLCHI423,PRESA FRANCISCO I. MADERO 4,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 2,,,PRESA FRANCISCO I. MADERO,,,PRESA
DLCHI424,PRESA FRANCISCO I. MADERO 5,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 2,,,PRESA FRANCISCO I. MADERO,,,PRESA
DLCHI350,PRESA LUIS L. LEON 7,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA L. LEON,,,PRESA
DLCHI351,PRESA LUIS L. LEON 8,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA L. LEON,,,PRESA
DLCHI356,PRESA LUIS L. LEON 9,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA L. LEON,,,PRESA
DLCHI357,PRESA LUIS L. LEON 10,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA L. LEON,,,PRESA
DLCHI414,PRESA LA BOQUILLA 5,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA LA BOQUILLA,,,PRESA
DLCHI415,PRESA LA BOQUILLA 4,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA LA BOQUILLA,,,PRESA
DLCHI416,PRESA LA BOQUILLA 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA LA BOQUILLA,,,PRESA
DLCHI417,PRESA LA BOQUILLA 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA LA BOQUILLA,,,PRESA
DLCHI418,PRESA LA BOQUILLA 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA LA BOQUILLA,,,PRESA
DLCHI371,PRESA LUIS L. LEON 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA LUIS L. LEON,,,PRESA
DLCHI372,PRESA LUIS L. LEON 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA LUIS L. LEON,,,PRESA
DLCHI373,PRESA LUIS L. LEON 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA LUIS L. LEON,,,PRESA
DLCHI374,PRESA LUIS L. LEON 4,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA LUIS L. LEON,,,PRESA
DLCHI375,PRESA LUIS L. LEON 5,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA LUIS L. LEON,,,PRESA
DLCHI376,PRESA LUIS L. LEON 6,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA LUIS L. LEON,,,PRESA
DLCHI325,SAN MARCOS 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA SAN MARCOS,,,PRESA
DLCHI326,SAN MARCOS 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA SAN MARCOS,,,PRESA
DLCHI342,SAN MARCOS 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA SAN MARCOS,,,PRESA
DLCHI343,SAN MARCOS 4,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,PRESA SAN MARCOS,,,PRESA
DLCHI397,PRESA SITURIACHI 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA SITURIACHI,,,PRESA
DLCHI398,PRESA SITURIACHI 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA SITURIACHI,,,PRESA
DLCHI399,PRESA SITURIACHI 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 1,,,PRESA SITURIACHI,,,PRESA
DLCHI289,"KM 0+000, PUENTE INTERNACIONAL CIUDAD JUAREZ",,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 1,,,RIO BRAVO,,,RIO
DLCHI290,RIO BRAVO 19,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 1,,,RIO BRAVO,,,RIO
DLCHI382,RIO BRAVO 16,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 3,,,RIO BRAVO,,,RIO
DLCHI383,RIO BRAVO 17,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 3,,,RIO BRAVO,,,RIO
DLCHI384,PUENTE PRESIDIO-OJINAGA,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 3,,,RIO BRAVO,,,RIO
DLCHI385,RIO BRAVO 18,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO BRAVO 3,,,RIO BRAVO,,,RIO
DLCHI310,RIO CASAS GRANDES 6,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CASAS GRANDES 2,,,RIO CASAS GRANDES,,,RIO
DLCHI388,RIO CASAS GRANDES 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CASAS GRANDES 1,,,RIO CASAS GRANDES,,,RIO
DLCHI352,RIO CHUVISCAR 4,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,RIO CHUVISCAR,,,RIO
DLCHI359,RIO CHUVISCAR 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,RIO CHUVISCAR,,,RIO
DLCHI360,RIO CHUVISCAR 5,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,RIO CHUVISCAR,,,RIO
DLCHI363,RIO CHUVISCAR 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SAN PEDRO,,,RIO CHUVISCAR,,,RIO
DLCHI377,CONCHOS-PRESA EL GRANERO O PRESA LUIS L. LEON,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CHUVISCAR,,,RIO CONCHOS,,,RIO
DLCHI411,PUENTE CD. CAMARGO,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 3,,,RIO CONCHOS,,,RIO
DLCHI413,LA BOQUILLA (LA COLINA),,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 3,,,RIO CONCHOS,,,RIO
DLCHI428,PUENTE JULIMES,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 3,,,RIO CONCHOS,,,RIO
DLCHI320,LAS LAJAS 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO DEL CARMEN 1,,,RIO DEL CARMEN,,,PRESA
DLCHI321,LAS LAJAS 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO DEL CARMEN 1,,,RIO DEL CARMEN,,,PRESA
DLCHI322,LAS LAJAS 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO DEL CARMEN 1,,,RIO DEL CARMEN,,,PRESA
DLCHI341,LAS LAJAS 4,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO DEL CARMEN 1,,,RIO DEL CARMEN,,,PRESA
DLCHI409,RIO FLORIDO,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO PARRAL,,,RIO FLORIDO,,,ARROYO
DLCHI332,RIO LOS NOGALES 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,LAGUNA DE BUSTILLOS,,,RIO LOS NOGALES,,,RIO
DLCHI308,RIO PARRAL,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO PARRAL,,,RIO PARRAL,,,RIO
DLCHI328,RIO SAN ANTONIO 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,LAGUNA DE BUSTILLOS,,,RIO SAN ANTONIO,,,RIO
DLCHI329,RIO SAN ANTONIO 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,LAGUNA DE BUSTILLOS,,,RIO SAN ANTONIO,,,RIO
DLCHI331,RIO SAN ANTONIO 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,LAGUNA DE BUSTILLOS,,,RIO SAN ANTONIO,,,RIO
DLCHI381,RH24-8 BRAVO CONCHOS,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CHUVISCAR,,,RIO SAN JUAN,,,RIO
DLCHI419,RH24-5 BRAVO CONCHOS,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 2,,,RIO SAN PEDRO,,,RIO
DLCHI427,RIO SAN PEDRO-PUENTE MEOQUI,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO CONCHOS 3,,,RIO SAN PEDRO,,,RIO
DLCHI319,TINTERO 4,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SANTA MARIA 1,,,RIO SANTA MARIA,,,PRESA
DLCHI323,TINTERO 3,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SANTA MARIA 1,,,RIO SANTA MARIA,,,PRESA
DLCHI324,TINTERO 2,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SANTA MARIA 1,,,RIO SANTA MARIA,,,PRESA
DLCHI327,TINTERO 1,,,,,RIO BRAVO,,,CHIHUAHUA,,,RIO SANTA MARIA 1,,,RIO SANTA MARIA,,,PRESA
DLCOA462,"FERSINSA GB, S.A. DE C.V. (AGUAS ABAJO)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,AFLUENTE ARROYO PATOS Y CUERPO RECEPT,,,ARROYO
DLCOA464,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (A) (AGUAS ARRIBA)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,AFLUENTE LA ENCANTADA,,,DESCARGA INDUST
DLCOA465,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (A) (AGUAS ABAJO)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,AFLUENTE LA ENCANTADA,,,DESCARGA INDUST
DLCOA466,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (B) (AGUAS ARRIBA)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,AFLUENTE LA ENCANTADA,,,DESCARGA INDUST
DLCOA467,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (B) (AGUAS ABAJO)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,AFLUENTE LA ENCANTADA,,,DESCARGA INDUST
DLCOA468,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (C) (AGUAS ARRIBA)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,AFLUENTE LA ENCANTADA,,,DESCARGA INDUST
DLCOA469,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (C) (AGUAS ABAJO)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,AFLUENTE LA ENCANTADA,,,DESCARGA INDUST
DLCOA459,"MINSA, S.A. DE C.V. (AGUAS ARRIBA)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,ARROYO LA ENCANTADA,,,DESCARGA INDUST
DLCOA460,"MINSA, S.A. DE C.V. (AGUAS ABAJO)",,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALINAS,,,ARROYO LA ENCANTADA,,,DESCARGA INDUST
DLCOA501,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  1,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO NADADORES,,,CUATRO CIENEGAS,,,LAGO
